,NDVI
0,0.8462991830065278
1,0.8093807189542379
2,0.7619436274509411
3,0.7816825163398213
4,0.7825957516339599
5,0.7696290849672714
6,0.8062794117646717
7,0.8289295751633804
8,0.7997361111110665
9,0.835903758169892
10,0.790133660130678
11,0.8437892156862172
12,0.8604879084967089
13,0.8560584967319733
14,0.869794281045703
15,0.8504555555555043
16,0.8830581699346043
17,0.9063689542483555
18,0.9241424836601182
19,0.9663931372548903
20,0.9845998366012707
21,0.9624808823528798
22,0.992674673202573
23,1.013969117647034
24,1.0179954248365852
25,1.0001673202614274
26,0.9309844771241813
27,0.9091501633986229
28,0.8603181372548312
29,0.9478132352940346
30,0.9831405228757893
31,0.9743071895424227
32,0.9475684640521942
33,0.9770905228757469
34,1.023374673202549
35,1.0946017973855364
36,0.9823939542482873
37,0.9922210784313046
38,0.9765642156861963
39,1.0169437908496097
40,1.0231704248365718
41,1.025218137254901
42,1.0587774509803904
43,1.0531838235293913
44,1.0838602941176403
45,1.0696035947712017
46,1.0658156862744654
47,1.070501960784265
48,1.0870099673202107
49,1.0695692810456956
50,1.0548531045751128
51,0.9619403594770731
52,0.9663174836601093
53,0.9493825163398415
54,0.9807416666666445
55,0.9718509803921208
