,NDVI
0,0.9021624183005783
1,0.8959236928103916
2,0.9055800653594185
3,0.8846924836600487
4,0.9003209150326648
5,0.8976854575163074
6,0.9009189542482853
7,0.9320640522875012
8,0.9078236928104104
9,0.9335204248365331
10,0.9079848039215483
11,0.9273026143790006
12,0.9456532679737961
13,0.9618187908496095
14,0.9726617647058119
15,0.9761879084966582
16,0.9833717320260739
17,1.0180866013071843
18,1.0151506535947086
19,1.0354029411763763
20,1.011369771241752
21,0.9851942810456789
22,0.9665898692809901
23,0.9779006535946959
24,0.9844472222221655
25,0.9651549019606884
26,0.9466617647058252
27,0.9402284313724719
28,0.8671593137254628
29,0.9259163398691935
30,0.9830625816993264
31,0.9823753267973521
32,0.9572142156861922
33,0.9726503267973478
34,0.9943792483659751
35,1.0223848039215855
36,0.9619640522875217
37,0.9610222222221959
38,0.9497643790849174
39,0.9806746732025432
40,0.9751334967319447
41,0.9736558823528594
42,0.984378104575116
43,0.9837635620914412
44,1.026830718954227
45,1.0051709150326162
46,0.9936011437907629
47,0.9965359477123288
48,0.9951410130718357
49,0.9859570261437206
50,0.9600158496731301
51,0.9213021241829423
52,0.9120575163397908
53,0.9206098039215203
54,0.9442898692809981
55,0.9459906862744464
